category,name,guid,nickname,description,type,library
Params,Data Path,56c9c942-791f-4eeb-a4f0-82b93f1c0909,Path,Contains a collection of data-tree paths,Grasshopper.Kernel.Parameters.Param_StructurePath,Grasshopper
Params,Data Recorder,401aa475-997a-4139-991d-f980ffdcf908,Rec,Records data over time,Grasshopper.Kernel.Special.GH_DataRecorder,Grasshopper
Params,Date Time Format,92fb7644-3d25-4ba1-ab06-469bd58add90,Format,Contains a collection of date time format strings,Grasshopper.Rhinoceros.Annotations.Params.Param_DateTimeFormat,Grasshopper
Params,Digit Scroller,33bcf975-a0b2-4b54-99fd-585c893b9e88,,Numeric scroller for single numbers,Grasshopper.Kernel.Special.GH_DigitScroller,Grasshopper
Params,Dimension Settings,5de23a52-b490-4d85-9c87-fbc0e353ecaf,Dimension,Contains a collection of dimension settings,Grasshopper.Rhinoceros.Annotations.Params.Param_AnnotationDimensionSettings,Grasshopper
Params,Domain,15b7afe5-d0d0-43e1-b894-34fcfe3be384,Domain,Contains a collection of numeric domains,Grasshopper.Kernel.Parameters.Param_Interval,Grasshopper
Params,Domain²,90744326-eb53-4a0e-b7ef-4b45f5473d6e,Domain²,Contains a collection of 2D number domains,Grasshopper.Kernel.Parameters.Param_Interval2D,Grasshopper
Params,Expression,bc6c097c-6cc2-479c-b5aa-af99fbb72b88,Exp,A textual expression,MathComponents.ExpressionComponents.ExpressionParameter,Math Components
Params,Extrusion,f638f034-5ce2-4536-8fa5-2c6ab8e9456c,Extrusion,Contains a collection of Extrusions,Grasshopper.Kernel.Parameters.Param_Extrusion,Grasshopper
Params,Field,3175e3eb-1ae0-4d0b-9395-53fd3e8f8a28,Field,Contains a collection of vector fields,Grasshopper.Kernel.Parameters.Param_Field,Grasshopper
Params,File Path,06953bda-1d37-4d58-9b38-4b3c74e54c8f,Path,Contains a collection of file paths,Grasshopper.Kernel.Parameters.Param_FilePath,Grasshopper
Params,Fitness Landscape,fe9db51e-1ac6-4298-b9dc-6acf3008c8f2,LScape,Display a 2.5D fitness landscape,GalapagosComponents.GalapagosFitnessLandscape,Galapagos
Params,Font Settings,608e1d69-2b19-4a59-a752-871686ec29b4,Font,Contains a collection of fonts and their properties,Grasshopper.Rhinoceros.Annotations.Params.Param_AnnotationTextSettings,Grasshopper
Params,Galapagos,e6dd2904-14bc-455b-8376-948bf2e3a7bc,Galapagos,Interface with Galapagos evolutionary solver,GalapagosComponents.GalapagosObject,Galapagos
Params,Gene Pool,21553c44-ea62-475e-a8bb-62b2a3ee5ca5,Genes,Contains a collection of genes (i.e. variables),GalapagosComponents.GalapagosGeneListObject,Galapagos
Params,Geometry,ac2bc2cb-70fb-4dd5-9c78-7e1ea97fe278,Geo,Contains a collection of generic geometry,Grasshopper.Kernel.Parameters.Param_Geometry,Grasshopper
Params,Geometry Cache,f91778ca-2700-42fc-8ee6-74049a2292b5,,Bake or Load geometry to and from the Rhino document,Grasshopper.Kernel.Special.GH_GeometryCache,Grasshopper
Params,Geometry Pipeline,b341e2e5-c4b3-49a3-b3a4-b4e6e2054516,Pipeline,Defines a geometry pipeline from Rhino to Grasshopper,Grasshopper.Kernel.Special.GH_GeometryPipeline,Grasshopper
Params,Get Boolean,51ef601d-f86e-4ee4-bcf2-3d459d3e95e9,Get Boolean,Contextual boolean input.,ContextualComponents.GetBooleanParameter,Curve Components
Params,Get Data,0878bf9a-f241-4cb4-9d17-8fd55ce24da5,Get Data,Contextual generic data input.,ContextualComponents.GetDataParameter,Curve Components
Params,Get File Path,e83dd8b2-42aa-41e6-9254-882cddec0a2e,Get File Path,Contextual file path input.,ContextualComponents.GetFilePathParameter,Curve Components
Params,Get Geometry,41dd7ba9-1f53-49d9-af42-a9270b0e9454,Get Geometry,Contextual geometry input.,ContextualComponents.GetGeometryParameter,Curve Components
Params,Get Integer,b228887e-0852-4d9f-bd46-2591646e0d7c,Get Integer,Contextual integer input.,ContextualComponents.GetIntegerParameter,Curve Components
Params,Get Line,af519c71-7dc1-4524-b8cc-add5544e2ef6,Get Line,Contextual line input.,ContextualComponents.GetLineParameter,Curve Components
Params,Get Number,7b36b876-9451-46f5-8220-a200d969cc66,Get Number,Contextual numeric input.,ContextualComponents.GetNumberParameter,Curve Components
Params,Get Object,522cee36-b61e-4e5a-a581-371795cb5d21,Get Object,Contextual object input.,ContextualComponents.GetModelObjectParameter,Curve Components
Params,Get Plane,88bd0e1d-363a-469f-9104-57d3aac5d6b8,Get Plane,Contextual plane input.,ContextualComponents.GetPlaneParameter,Curve Components
Params,Get Point,997704ba-c1d3-4262-9090-927c81347ce6,Get Point,Contextual point input.,ContextualComponents.GetPointParameter,Curve Components
Params,Get String,fed87bdd-8327-49cd-949c-09d70f3c345c,Get String,Contextual text input.,ContextualComponents.GetStringParameter,Curve Components
Params,Gradient,6da9f120-3ad0-4b6e-9fe0-f8cde3a649b7,Gradient,Represents a multiple colour gradient,Grasshopper.Kernel.Special.GH_GradientControl,Grasshopper
Params,Graph Mapper,bc984576-7aa6-491f-a91d-e444c33675a7,Graph,Represents a numeric mapping function,Grasshopper.Kernel.Special.GH_GraphMapper,Grasshopper
Params,Group,b0851fc0-ab55-47d8-bdda-cc6306a40176,Grp,Contains a collection of geometric groups,Grasshopper.Kernel.Parameters.Param_Group,Grasshopper
Params,Group,c552a431-af5b-46a9-a8a4-0fcbc27ef596,Group,A group of Grasshopper objects,Grasshopper.Kernel.Special.GH_Group,Grasshopper
Params,Guid,faf6e3bb-4c84-4cbf-bd88-6d6a0db5667a,ID,Contains a collection of Globally Unique Identifiers,Grasshopper.Kernel.Parameters.Param_Guid,Grasshopper
Params,Hatch,a4bfb03e-700d-4517-8c6b-1e88b466a781,Hatch,Contains a collection of hatches,Grasshopper.Kernel.Parameters.Param_Hatch,Grasshopper
Params,Hatch Line,778e8a8d-3ae6-4253-bd63-f0e725cb852e,Hatch Line,Contains a collection of model hatch lines,Grasshopper.Rhinoceros.Drafting.Params.Param_ModelHatchLine,Grasshopper
Params,Image Resource,216bccd8-bf29-4d3c-b791-54c89a180db3,,A previewable image uri.,IOComponents.ImageUri.ImageUriResource,IO Components
Params,Image Sampler,d69a3494-785b-4beb-969b-d2373f65abfd,Image,Provides image (bitmap) sampling routines.,Grasshopper.Kernel.Special.GH_ImageSampler,Grasshopper
Params,Import 3DM,317f1cb2-820d-4a8f-b5c8-5de3594ddfba,3DM,Import geometry into a RhinoDoc,IOComponents.Importer3DM.Import3dmComponent,IO Components
Params,Import Coordinates,b8a66384-fc66-4574-a8a9-ad18e610d623,Coords,Import point coordinates from generic text files.,IOComponents.ImporterPoints.PointImporter,IO Components
Params,Import Image,c2c0c6cf-f362-4047-a159-21a72e7c272a,IMG,"Import image data from bmp, jpg or png files.",IOComponents.ImporterImage.ImageImporter,IO Components
Params,Import PDB,383929c0-6515-4899-8b4b-3bd0d0b32471,PDB,Import data from Protein Data Bank *.pdb files.,IOComponents.ImporterPDB.PDBFileImporter,IO Components
Params,Import SHP,aa538b89-3df8-436f-9ae4-bc44525984de,SHP,Import data from GIS *.shp files.,IOComponents.ImporterSHP.ShapeFileImporter,IO Components
Params,Integer,2e3ab970-8545-46bb-836c-1c11e5610bce,Int,Contains a collection of integer numbers,Grasshopper.Kernel.Parameters.Param_Integer,Grasshopper
Params,Jump,86720a45-ee9e-49d6-b65e-494c06f66e59,,Jump between different locations,Grasshopper.Kernel.Special.GH_JumpObject,Grasshopper
Params,Leader,445f328a-45b3-4c67-a784-dc354a8992cd,Leader,Contains a collection of leaders,Grasshopper.Kernel.Parameters.Param_Leader,Grasshopper
Params,Leader Settings,9f6e7314-7a4b-4b93-ad0d-54e1375ec24a,Leaders,Contains a collection of leader settings,Grasshopper.Rhinoceros.Annotations.Params.Param_AnnotationLeaderSettings,Grasshopper
Params,Line,8529dbdf-9b6f-42e9-8e1f-c7a2bde56a70,Line,Contains a collection of line segments,Grasshopper.Kernel.Parameters.Param_Line,Grasshopper
Params,Linear Dimension,ba477838-8571-4bfe-8e3c-cd71bd946d7d,Linear Dimension,Contains a collection of linear dimensions,Grasshopper.Kernel.Parameters.Param_LinearDimension,Grasshopper
Params,Location,87391af3-35fe-4a40-b001-2bd4547ccd45,Loc,Contains a collection of latitude-longitude coordinates,Grasshopper.Kernel.Parameters.Param_LatLonLocation,Grasshopper
Params,MD Slider,318dacd7-9073-4ede-b043-a0c132eb77e0,MD Slider,A multidimensional slider,Grasshopper.Kernel.Special.GH_MultiDimensionalSlider,Grasshopper
Params,Marshalling signal parameter,4018985c-f9e8-4a8f-8d4d-518aec276f60,Data,Contains a collection of generic data,GhPython.Assemblies.MarshalParam,
Params,Match Text,d0abb9f4-6c6b-47d3-993b-58507ed13071,Match Text,Specialized parameter to compare string input against different comparison engines,Grasshopper.Rhinoceros.Params.Param_MatchText,Grasshopper
Params,Matrix,bd4a8a18-a3cc-40ba-965b-3be91fee563b,Matrix,Contains a collection of numeric matrices,Grasshopper.Kernel.Parameters.Param_Matrix,Grasshopper
Params,Mesh,1e936df3-0eea-4246-8549-514cb8862b7a,Mesh,Contains a collection of polygon meshes,Grasshopper.Kernel.Parameters.Param_Mesh,Grasshopper
Params,Mesh Face,e02b3da5-543a-46ac-a867-0ba6b0a524de,Face,Contains a collection of triangle or quad mesh faces,Grasshopper.Kernel.Parameters.Param_MeshFace,Grasshopper
Params,Mesh Point,fa20fe95-5775-417b-92ff-b77c13cbf40c,MPoint,Contains a collection of mesh points,SurfaceComponents.MeshComponents.GH_MeshPointParameter,Surface Components
Params,Mesher Settings,c3407fda-b505-4686-9165-38fe7a9274cf,Mesh,Represents a list of Meshing settings.,Grasshopper.Kernel.Parameters.Param_MeshParameters,Grasshopper
Params,Meshing Parameters,c5b9e91e-e0a9-4789-89ca-aa5d3e410580,Meshing Parameters,Contains a collection of meshing parameters,Grasshopper.Rhinoceros.Params.Param_ModelMeshingParameters,Grasshopper
Params,Model Annotation Style,5ca0914d-b372-4a5e-aef3-137bd34abb6f,Style,Contains a collection of model annotation styles,Grasshopper.Rhinoceros.Annotations.Params.Param_ModelAnnotationStyle,Grasshopper
Params,Model Block Definition,988fbdfd-d3eb-4ead-ab83-d0db9f2a36d9,Block Definition,Contains a collection of model block definitions,Grasshopper.Rhinoceros.Model.Params.Param_ModelInstanceDefinition,Grasshopper
Params,Model Content,39304976-7d5b-4dbc-b913-147bc3340e32,Content,Contains a collection of model content elements,Grasshopper.Rhinoceros.Params.Param_ModelContent,Grasshopper
Params,Model Display Mode,64539bd9-e33e-4cff-91dc-4987e8040d48,Display Mode,Contains a collection of model display modes,Grasshopper.Rhinoceros.Display.Params.Param_ModelDisplayMode,Grasshopper
Params,Model Font,91cba8ac-25ed-4ce5-9c14-59e806e573eb,Font,Contains a collection of fonts,Grasshopper.Rhinoceros.Params.Param_ModelFont,Grasshopper
Params,Model Hatch Pattern,347f62f4-3c6e-4156-a92e-49cb5ade89dc,Hatch Pattern,Contains a collection of model hatch patterns,Grasshopper.Rhinoceros.Drafting.Params.Param_ModelHatchPattern,Grasshopper
Params,Model Layer,1c0601b4-7b16-4712-b764-18751be7298a,Layer,Contains a collection of model layers,Grasshopper.Rhinoceros.Model.Params.Param_ModelLayer,Grasshopper
Params,Model Linetype,c2c85a16-98f4-4f29-b1e4-9ea45744f80e,Linetype,Contains a collection of model linetypes,Grasshopper.Rhinoceros.Drafting.Params.Param_ModelLinetype,Grasshopper
Params,Model Material,0b0088b7-9572-4e07-8f79-bff2dee3978a,Material,Contains a collection of model materials,Grasshopper.Rhinoceros.Render.Params.Param_ModelRenderMaterial,Grasshopper
Params,Model Print Width,fc8387c3-cc00-4d2d-b3f8-4f2bfa894d6d,Print Width,Contains a collection of model print widths,Grasshopper.Rhinoceros.Drafting.Params.Param_ModelLineWidth,Grasshopper
Params,Number,3e8ca6be-fda8-4aaf-b5c0-3c54c8bb7312,Num,Contains a collection of floating point numbers,Grasshopper.Kernel.Parameters.Param_Number,Grasshopper
Params,Number Set,6d62dc91-25dc-415c-a3b3-03d0a39c575a,NumSet,A set of mutable numerics,GalapagosComponents.Galapagos_NumberCollection,Galapagos
Params,Number Slider,57da07bd-ecab-415d-9d86-af36d7073abc,,Numeric slider for single values,Grasshopper.Kernel.Special.GH_NumberSlider,Grasshopper
Params,Object Details,c7b5c66a-6360-4f5f-aa17-a918d0b1c314,ObjDet,Retrieve some details about referenced Rhino objects.,IOComponents.Importer3DM.ReferencedObjectDetailsComponent,IO Components
Params,Object Display,ce3d0672-fbed-4332-84b9-6f895dad48fa,Display,Contains a collection of object display attributes,Grasshopper.Rhinoceros.Display.Params.Param_ObjectDisplay,Grasshopper
Params,Object Drafting,ae26c08c-3ca4-4fd5-af73-497dbcd626a3,Drafting,Contains a collection of object drafting attributes,Grasshopper.Rhinoceros.Drafting.Params.Param_ObjectDrafting,Grasshopper
Params,Object Render,3abbde21-9106-4846-882a-d1f8ca791cc0,Render,Contains a collection of object render attributes,Grasshopper.Rhinoceros.Render.Params.Param_ObjectRender,Grasshopper
Params,Object Visibility,7132aa5e-db44-4ad4-afbc-f5d9e424d254,Visibility,Contains a collection of object visibility attributes,Grasshopper.Rhinoceros.Display.Params.Param_ObjectVisibility,Grasshopper
Params,Oh noes!,bbb4de00-6316-46f5-bf18-b8b8a61092d7,LolCat,We're sorry but LolCat images are no longer available,OtherComponents.LolCat,Curve Components
Params,Ordinate Dimension,b23c41cf-6b36-46f1-9843-bcc0d9d69301,Ordinate Dimension,Contains a collection of ordinate dimensions,Grasshopper.Kernel.Parameters.Param_OrdinateDimension,Grasshopper
Params,Page Layout,4e007c9e-6521-4819-b16f-bdd3e768e003,Layout,Contains a collection of rhino layouts,Grasshopper.Rhinoceros.Display.Params.Param_ModelPageViewport,Grasshopper
Params,Panel,59e0b89a-e487-49f8-bab8-b5bab16be14c,,A panel for custom notes and text values,Grasshopper.Kernel.Special.GH_Panel,Grasshopper
Params,Param Viewer,72a29b54-2e48-474b-a400-d2124c4edf79,Viewer,A viewer for data structures.,Grasshopper.Kernel.Special.GH_ParamViewer,Grasshopper
Params,Plane,4f8984c4-7c7a-4d69-b0a2-183cbb330d20,Pln,Contains a collection of three-dimensional axis-systems,Grasshopper.Kernel.Parameters.Param_Plane,Grasshopper
Params,Point,fbac3e32-f100-4292-8692-77240a42fd1a,Pt,Contains a collection of three-dimensional points,Grasshopper.Kernel.Parameters.Param_Point,Grasshopper
Params,Point Cloud,850b6368-ff26-48ce-9773-ac554ffbaeef,PCloud,Contains a collection of point clouds,Grasshopper.Kernel.Parameters.Param_PointCloud,Grasshopper
Params,Predicate,fb3e1397-9f12-4f57-89bb-3c12a57b6d70,Predicate,A predicate defines the criteria and determines whether a specified object meets those criteria,Grasshopper.Kernel.Parameters.Param_Predicate,Grasshopper
Params,Radial Dimension,9b1495a1-6c40-447a-b8fb-60b7ea71b47f,Radial Dimension,Contains a collection of radial dimensions,Grasshopper.Kernel.Parameters.Param_RadialDimension,Grasshopper
Params,Read File,6587fcbf-e3cf-480a-b2f5-641794474194,File,Read the contents of a file,Grasshopper.Kernel.Components.GH_ReadFileComponent,Grasshopper
Params,Receiver,f19b8c33-dff2-4cc2-b95b-b4005ff3c10c,Receiver,A data receiver object.,Grasshopper.Kernel.Parameters.GH_Receiver,Grasshopper
Params,Rectangle,abf9c670-5462-4cd8-acb3-f1ab0256dbf3,Rec,Contains a collection of rectangles,Grasshopper.Kernel.Parameters.Param_Rectangle,Grasshopper
Params,Relay,b6236720-8d88-4289-93c3-ac4c99f9b97b,,A wire relay object,Grasshopper.Kernel.Special.GH_Relay,Grasshopper
Params,Scribble,7f5c6c55-f846-4a08-9c9a-cfdc285cc6fe,Scribble,A quick note,Grasshopper.Kernel.Special.GH_Scribble,Grasshopper
Params,Shader,288cfe66-f3dc-4c9a-bb96-ef81f47fe724,Shader,Contains a collection of display materials,Grasshopper.Kernel.Parameters.Param_OGLShader,Grasshopper
Params,Sketch,2844fec5-142d-4381-bd5d-4cbcef6d6fed,Sketch,A series of doodles,Grasshopper.Kernel.Special.GH_Markup,Grasshopper
Params,SubD,89cd1a12-0007-4581-99ba-66578665e610,SubD,Contains a collection of SubDs,Grasshopper.Kernel.Parameters.Param_SubD,Grasshopper
Params,Suirify,5d4e1eeb-482e-42a7-aa2f-e5deb8a1018e,Suirify,Suire-style simplification of data trees.,Grasshopper.Kernel.Special.GH_SuireSimplifyNode,Grasshopper
Params,Surface,deaf8653-5528-4286-807c-3de8b8dad781,Srf,Contains a collection of generic surfaces,Grasshopper.Kernel.Parameters.Param_Surface,Grasshopper
Params,Symbol Display,2bcd153c-c964-4199-b8e4-4a19dfd34967,SymDis,Symbol display properties,FieldComponents.Parameter_SymbolDisplayProperties,Field Components
Params,Text,3ede854e-c753-40eb-84cb-b48008f14fd4,Txt,Contains a collection of text fragments,Grasshopper.Kernel.Parameters.Param_String,Grasshopper
Params,Text Balloon,5dcad41a-2cc6-4f24-a0e2-fbe949e0a7ee,Balloon,A thought balloon for annotation,Grasshopper.Kernel.Special.GH_TextBalloon,Grasshopper
Params,Text Entity,79a2eb73-658a-41a1-99e6-c12fe3357de0,Text Entity,Contains a collection of text entities,Grasshopper.Kernel.Parameters.Param_TextEntity,Grasshopper
Params,Time,81dfff08-0c83-4f1b-a358-14791d642d9e,Time,Contains a collection of times and dates,Grasshopper.Kernel.Parameters.Param_Time,Grasshopper
Params,Timeline,33eb59b9-5f81-4ef5-8c89-46e6e744522b,Timeline,A timeline of values,Grasshopper.Kernel.Special.GH_ValueTimeline,Grasshopper
Params,Tolerance Settings,345fd8f8-5fb0-4907-99fd-f21f3963e9b3,Tolerances,Contains a collection of tolerance settings,Grasshopper.Rhinoceros.Annotations.Params.Param_AnnotationToleranceSettings,Grasshopper
Params,Transform,28f40e48-e739-4211-91bd-f4aefa5965f8,Transform,Contains a collection of three-dimensional transformations,Grasshopper.Kernel.Parameters.Param_Transform,Grasshopper
Params,Trigger,5a2b0735-ba98-4b7d-a7d3-c1dfc04475ad,,Manually or cyclically trigger updates of certain components.,Grasshopper.Kernel.Special.GH_Timer,Grasshopper
Params,Twisted Box,6db039c4-cad1-4549-bd45-e31cb0f71692,TBox,Contains a collection of twisted boxes,SquishyXMorphs.Parameter_TwistedBox,Transform Components
Params,Unit System,92bc91e8-b235-4eed-86d5-0aced5c9c4bf,Unit System,Contains a collection of model unit systems,Grasshopper.Rhinoceros.Params.Param_ModelUnitSystem,Grasshopper
Params,Units Settings,d16a6a70-bfb7-41fd-90c6-62734d1dd016,Units,Contains a collection of units settings,Grasshopper.Rhinoceros.Annotations.Params.Param_AnnotationUnitsSettings,Grasshopper
Params,Value List,00027467-0d24-4fa7-b178-8dc0ac5f42ec,List,Provides a list of preset values to choose from,Grasshopper.Kernel.Special.GH_ValueList,Grasshopper
Params,Variant,ba80fd98-91a1-4958-b6a7-a94e40e52bdb,Var,An expression variant,MathComponents.ExpressionComponents.VariantParameter,Math Components
Params,Vector,16ef3e75-e315-4899-b531-d3166b42dac9,Vec,Contains a collection of three-dimensional vectors,Grasshopper.Kernel.Parameters.Param_Vector,Grasshopper
Params,View,7069208c-c471-4b82-bae6-e938f16dacb0,View,Contains a collection of view frames,Grasshopper.Rhinoceros.Display.Params.Param_ModelView,Grasshopper
Params,Viewport,2aab104a-5b20-4d8f-a918-fda5f016c828,Viewport,Contains a collection of rhino viewports,Grasshopper.Rhinoceros.Display.Params.Param_ModelStandardViewport,Grasshopper
Rhino,Aligned Dimension,76c87974-75f6-40b1-a6f6-3ced07a6c903,Aligned Dimension,Aligned Dimension,IOComponents.Rhinoceros.Annotations.Component_AlignedDimension,IO Components
Rhino,Angle Dimension (Arc),14a26cd3-abe2-4651-b1f9-0b9177bcc220,Arc Dimension,Angle Dimension From Arcs,IOComponents.Rhinoceros.Annotations.Component_AngularDimensionFromArc,IO Components
Rhino,Angle Dimension (Lines),08a8ba79-88b0-47c7-8e8b-be30d6ce6b50,Angle Dimension,Angle Dimension From Lines,IOComponents.Rhinoceros.Annotations.Component_AngularDimensionFromLines,IO Components
Rhino,Angle Dimension (Points),20a1c36b-4ee3-449f-a910-ef50b4adddf7,Angle Dimension From Points,Angle Dimension,IOComponents.Rhinoceros.Annotations.Component_AngularDimensionFromPoints,IO Components
Rhino,Annotation Arrow Settings,169fee80-074f-4b6a-9e60-cde26129d10b,AS-Arrows,Annotation Style Arrow Settings,IOComponents.Rhinoceros.Annotations.Component_AnnotationStyleArrows,IO Components
Rhino,Annotation Dimension Settings,28f6d54b-68cf-4044-a1ff-6949aae1921b,AS-Dimension,Annotation Style Dimension Settings,IOComponents.Rhinoceros.Annotations.Component_AnnotationStyleDimensions,IO Components
Rhino,Annotation Dot,2da6cc22-3b17-40ff-909a-162f77a7d532,Annotation Dot,Annotation Dot,IOComponents.Rhinoceros.Annotations.Component_TextDot,IO Components
Rhino,Annotation Leader Settings,ba19c081-5242-47f7-9555-caea0467a3e6,AS-Leaders,Annotation Style Leader Settings,IOComponents.Rhinoceros.Annotations.Component_AnnotationStyleLeaders,IO Components
Rhino,Annotation Style,62f8596e-ad64-4012-91d4-9fde13b96442,Annotation Style,Annotation Style,IOComponents.Rhinoceros.Annotations.Component_ModelAnnotationStyle,IO Components
Rhino,Annotation Style Overrides,55fb8124-766b-4d36-935a-ebb182d867dc,A-Style,Get-Set annotation style and overriden attributes,IOComponents.Rhinoceros.Annotations.Component_AnnotationAttributes,IO Components
Rhino,Annotation Text Overrides,08877dc8-0192-4052-aa81-eb9092bc2b9d,A-Text,Manage annotation text attributes,IOComponents.Rhinoceros.Annotations.Component_AnnotationText,IO Components
Rhino,Annotation Text Settings,67f33fe0-84aa-4c2d-869b-bcd9506d1174,AS-Text,Annotation Style Text Settings,IOComponents.Rhinoceros.Annotations.Component_AnnotationStyleText,IO Components
Rhino,Annotation Tolerance Settings,3cfd77d3-30d0-45f6-adeb-ea8defed58d3,AS-Tolerance,Annotation Style Tolerance Settings,IOComponents.Rhinoceros.Annotations.Component_AnnotationStyleTolerances,IO Components
Rhino,Annotation Units Settings,2eccca8b-b190-4eef-9ead-0659ac1ef900,AS-Units,Annotation Style Units Settings,IOComponents.Rhinoceros.Annotations.Component_AnnotationStyleUnits,IO Components
Rhino,Centermark,413327a1-b01a-4de2-a9f1-71cfdce98e47,Centermark,Centermark,IOComponents.Rhinoceros.Annotations.Component_Centermark,IO Components
Rhino,Colour Gradient,298e0adf-625a-4207-9d0f-c22212480c4c,Colour Gradient,Colour Gradient,IOComponents.Rhinoceros.Display.Component_DisplayColorGradient,IO Components
Rhino,Contains Text Filter,e59e1368-a7c3-4a35-9f1d-8cf2cf67dc1b,Contains,Create a filter that determines if a piece of text occurs within another text,IOComponents.Rhinoceros.Filtering.Component_FilterRule_Contains,IO Components
Rhino,Content Cache,1fae4c7a-d84a-4f04-8400-179e13193381,Cache,Push or Pull content to and from a Rhino model,IOComponents.Rhinoceros.Cache.Component_ContentCache,IO Components
Rhino,Content Details,ed9fbfde-1a0d-4469-a03f-feb54ac3e5cf,Details,Retrieve some details about Rhino content elements.,IOComponents.Rhinoceros.Content.Component_ContentDetails,IO Components
Rhino,Content Information,f03f9435-810e-4afa-8a9b-ed4132554730,Information,Get or set some information about Rhino content elements.,IOComponents.Rhinoceros.Content.Component_ContentIdentity,IO Components
Rhino,Convert Units,a3a15b59-10f5-4625-8086-7d36f90e7c3c,C-Units,Performs a unit conversion on input Data,IOComponents.Rhinoceros.Content.Component_ConvertUnits,IO Components
Rhino,Display Attributes,e843424b-2b2e-4a3f-8528-18e3c188a474,Display,Object display attributes,IOComponents.Rhinoceros.ObjectAttribs.Component_ObjectDisplayAttributes,IO Components
Rhino,Display Colour,7fe5b7ab-f156-48e2-bc80-b97a046e109f,Display Colour,Object display colour attributes,IOComponents.Rhinoceros.ObjectAttribs.Component_ObjectDisplayColor,IO Components
Rhino,Drafting Attributes,3ec83758-5dcf-4f26-9400-f8232f471b88,Drafting,Object drafting attributes,IOComponents.Rhinoceros.ObjectAttribs.Component_ObjectDraftingAttributes,IO Components
Rhino,Equality Filter,2ec65d2f-c274-4ea9-a2a3-cb20e77b533f,Equals,Create a filter that determines if a value is equal to another,IOComponents.Rhinoceros.Filtering.Component_FilterRule_Equality,IO Components
Rhino,Evaluate Annotation Text,8e9ce0ba-8819-48fe-bc74-9b139914f219,Evaluate,Get the annotation value with text field expressions evaluated,IOComponents.Rhinoceros.Annotations.Component_EvaluateAnnotation,IO Components
Rhino,Evaluate Text Fields,f28708ed-145f-4269-a75a-e592dc202f61,Evaluate,Evaluates fields expressions of a text.,IOComponents.Rhinoceros.UserText.Component_EvaluateTextField,IO Components
Rhino,Explode Object,f0574152-cab4-49e4-8b48-f02326970625,Explode,Explode Object,IOComponents.Rhinoceros.Model.Component_ExplodeModelObject,IO Components
Rhino,Export Model Block Definition,72030d3d-12fc-4f1f-8565-c924781eef67,Export Definition,Export a block definition as a Rhino (*.3dm) file.,IOComponents.Rhinoceros.Content.Component_ExportInstanceDefinition,IO Components
Rhino,Filter Content,d6cb16a3-a3d9-4506-b5c3-f82e48fd20b9,Filter,Separate content by filter condition,IOComponents.Rhinoceros.Filtering.Component_FilterByPredicate,IO Components
Rhino,Gradient Colour Stop,f0d3ee56-9425-4417-a39e-1b08327ef6a4,Colour Stop,Gradient Colour Stop,IOComponents.Rhinoceros.Display.Component_DisplayColorStop,IO Components
Rhino,Greater Than Filter,54241147-44f9-4019-a0a1-27a66871a867,Greater,Create a filter that determines if a value is greater than another,IOComponents.Rhinoceros.Filtering.Component_FilterRule_LargerThan,IO Components
Rhino,Group Content,709cb378-b1fa-4b92-aff4-8138831b0cdf,Group,Group content by key,IOComponents.Rhinoceros.Filtering.Component_GroupByAttribute,IO Components
Rhino,Hatch Line,3ed4d673-02f6-48f7-aa81-69587f83e201,Hatch Line,Hatch Line,IOComponents.Rhinoceros.Drafting.Component_ModelHatchLine,IO Components
Rhino,Hide Model Layer,9ee31ba5-81a6-4f94-b256-7383f66a33ab,L-Hide,Controls layer visibility on model viewports and new details.,IOComponents.Rhinoceros.Model.Component_HideModelLayer,IO Components
Rhino,Import Content,4cb37955-a5a7-4251-8675-aa136cf9b84d,Import,Import a model from file,IOComponents.Rhinoceros.Content.Component_ImportModel,IO Components
Rhino,Import Hatch Pattern,e8220404-e41f-4845-b733-db281b49e73b,Hatch,Import Hatch Pattern,IOComponents.Rhinoceros.Drafting.Component_ImportHatchPattern,IO Components
Rhino,Import Model Block Definition,c4e64c79-9e77-410c-96f5-877928c65850,Import Definition,Import a file and create a new block definition.,IOComponents.Rhinoceros.Content.Component_ImportInstanceDefinition,IO Components
Rhino,Intersection Filter,4f4fc2ac-98ac-485a-b88b-f23965e16de8,Intersection,Combine multiple filters together into an intersection which returns true only if all input filters evaluate to true.,IOComponents.Rhinoceros.Filtering.Component_FilterRule_Intersection,IO Components
Rhino,Leader,c9b4ad52-1e01-4317-bbde-3ababcc31bea,Leader,Leader,IOComponents.Rhinoceros.Annotations.Component_Leader,IO Components
Rhino,Less Than Filter,335e597f-cf4e-40f6-8734-17896ea42a9f,Less,Create a filter that determines if a value is less than another,IOComponents.Rhinoceros.Filtering.Component_FilterRule_SmallerThan,IO Components
Rhino,Linear Dimension,e3d2df3d-8ef3-4b2d-8b05-ce68656aaa3a,Linear Dimension,Linear Dimension,IOComponents.Rhinoceros.Annotations.Component_LinearDimension,IO Components
Rhino,Logical And Filter,7f3681b2-84bb-4da1-ba7a-c19bce165595,And,Combine two filters together using a logical AND operator,IOComponents.Rhinoceros.Filtering.Component_FilterRule_AndOperator,IO Components
Rhino,Logical Not Filter,d7f090c3-f5c5-42ff-801b-19a4c2cd9274,Not,Create a filter as the logical NOT of another.,IOComponents.Rhinoceros.Filtering.Component_FilterRule_NotOperator,IO Components
